Customer_ID,account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned,order_value_density,inactivity_ratio,support_friction_index
45fca24f-4d0b-4b9b-a5be-517ef741e6a7,20.0,59.97,21.0,15.0,0.213,0.0144,0.0,No,4.6,0.912,5.0,5.1,9.95,3.8,No,2.725909090909091,0.7142857142857143,0.0
a5674415-883e-4a26-9ed7-d6fe6a5a55ca,13.0,68.58,4.0,19.0,0.43,0.0696,0.0,No,0.0,0.562,3.69,4.18,8.46,5.6,No,13.716,1.3571428571428572,0.0
c67dd173-ee85-4813-81d9-729c8a422410,2.0,145.16,2.0,14.0,0.175,0.0392,0.0,No,3.5,0.771,4.58,5.53,9.45,3.4,No,48.38666666666666,4.666666666666667,0.0
15dbf215-794e-41dd-ae49-e041d2eb92cd,12.0,126.23,1.0,2.0,0.438,0.0448,1.0,No,3.1,0.251,4.29,5.97,8.47,5.3,No,63.115,0.15384615384615385,0.251
1455a289-4976-4d62-a96c-b5ff8d4aaae5,55.0,55.47,1.0,22.0,0.3242,0.0376,1.0,No,1.8,0.391,4.96,4.53,9.17,4.3,No,27.735,0.39285714285714285,0.391
29a872c8-9dce-4096-b707-f16cbd1c7597,7.0,147.5,6.0,14.0,0.123,0.0048,1.0,No,0.4,0.796,5.0,4.63,9.32,3.0,No,21.071428571428573,1.75,0.796
4f31c52a-54a9-4063-9f04-4c6c1b940827,50.0,69.01,1.0,43.0,0.326,0.0888,1.0,No,1.1,0.679,4.63,3.25,8.67,4.9,No,34.505,0.8431372549019608,0.679
d181b31a-8df2-408d-9f5c-74fda3c5412e,59.0,134.66,30.0,6.0,0.308,0.0456,0.0,Yes,2.8,0.438,4.99,6.63,9.84,4.3,No,4.343870967741935,0.1,0.0
bcd1ba0f-0a5b-471e-9a0c-12222b385b19,2.0,36.51,2.0,21.0,0.603,0.0592,0.0,No,4.5,0.794,4.19,5.52,8.99,7.0,No,12.17,7.0,0.0
9d73f702-1959-494c-945a-3cad8bb34837,21.0,63.98,1.0,14.0,0.275,0.0464,0.0,Yes,6.0,0.312,3.24,6.33,8.09,4.5,No,31.99,0.6363636363636364,0.0
ee8f06da-b19e-40fe-9f6c-a16c933691e4,36.0,57.46,28.0,1.0,0.125,0.1416,2.0,No,0.3,0.812,3.11,5.98,6.3,3.5,No,1.9813793103448276,0.02702702702702703,1.624
74c2e3e8-6815-43e6-9fe1-c0a38a9a6f3f,38.0,52.29,10.0,19.0,0.519,0.188,0.0,No,4.6,0.757,4.79,5.92,9.16,6.3,No,4.753636363636364,0.48717948717948717,0.0
e5b45db5-b408-48bd-8362-0c6efedd2e98,54.0,181.24,1.0,13.0,0.378,0.0304,0.0,No,4.2,0.242,4.82,5.78,9.72,5.7,No,90.62,0.23636363636363636,0.0
649caefe-29b6-409d-8e6c-e1d136d5215c,43.0,114.34,1.0,46.0,0.318,0.0472,0.0,No,5.0,0.677,3.74,4.4,8.58,4.5,No,57.17,1.0454545454545454,0.0
511eb371-90e0-45e0-ac06-08f50d35a250,9.0,86.96,1.0,69.0,0.376,0.0152,1.0,No,3.3,0.728,3.3,2.68,7.58,5.1,Yes,43.48,6.9,0.728
40574dcd-2314-4a82-8585-0c3cbf0b07d4,48.0,88.26,25.0,13.0,0.344,0.1384,2.0,No,3.3,0.251,3.7,6.28,6.91,4.9,No,3.394615384615385,0.2653061224489796,0.502
59b5fd91-f8fa-4368-8974-6dfbe72e77ba,27.0,75.25,1.0,75.0,0.268,0.0296,1.0,Yes,2.5,0.217,3.14,2.12,7.37,4.4,Yes,37.625,2.6785714285714284,0.217
e3df3255-5192-48b7-82a0-7c46042ab8f2,11.0,67.9,9.0,34.0,0.68,0.0352,1.0,No,2.9,0.71,2.87,4.57,7.09,7.4,No,6.790000000000001,2.8333333333333335,0.71
967e3d3c-4024-4150-add1-1452d22c9585,25.0,29.54,7.0,20.0,0.173,0.0632,0.0,No,2.6,0.37,4.0,5.1,8.79,4.0,No,3.6925,0.7692307692307693,0.0
374edb62-c65b-4c04-8808-edbdcf0dfaee,27.0,53.64,21.0,56.0,0.438,0.06,2.0,Yes,1.5,0.957,3.57,3.4,7.04,5.7,No,2.438181818181818,2.0,1.914
7e1e3ea8-a525-4f3f-9a40-61a989d7afd2,27.0,98.81,7.0,24.0,0.607,0.1488,1.0,No,2.5,0.846,3.85,4.87,7.69,6.7,No,12.35125,0.8571428571428571,0.846
1b504d2b-706e-4f9d-baff-d5c0a5a6ab6c,5.0,48.7,1.0,4.0,0.20859999999999998,0.04,1.0,No,1.5,0.488,3.06,5.33,7.26,4.8,No,24.35,0.6666666666666666,0.488
9c51d09c-5920-43f9-ad7b-551f95f7fed8,17.0,27.46,9.0,4.0,0.042,0.1224,3.0,No,1.0,0.359,3.84,5.43,6.43,3.1,No,2.746,0.2222222222222222,1.077
9816802d-93f8-4cb2-b73e-8a27be108040,24.0,150.23,13.0,89.0,0.475,0.1976,0.0,No,0.1,0.336,5.0,1.02,9.34,5.4,Yes,10.730714285714285,3.56,0.0
c7331d9c-ad3c-4089-b17f-457591d94d0c,2.0,25.29,1.0,19.0,0.208,0.1135999999999999,1.0,No,6.5,0.79,3.5,6.25,7.45,4.3,No,12.645,6.333333333333333,0.79
e5a6874c-2063-4532-907b-f1c5ec189318,39.0,77.52,1.0,6.0,0.808,0.0216,1.0,No,5.0,0.268,3.98,6.4,8.24,8.2,No,38.76,0.15,0.268
d2f302a4-2717-4000-83af-07ab3191aea6,27.0,93.24,7.0,9.0,0.347,0.0376,0.0,No,0.9,0.82,4.64,5.08,9.51,4.9,No,11.655,0.32142857142857145,0.0
44d4d688-7125-42d8-a734-859b7c24046d,19.0,61.42,15.0,9.0,0.33799999999999997,0.064,1.0,No,4.4,0.526,3.68,6.52,7.8,3.6,No,3.83875,0.45,0.526
8f390f3c-9424-42ed-b012-21f3b970cd2e,47.0,71.69,24.0,21.0,0.312,0.1024,2.0,Yes,6.4,0.592,3.86,6.88,7.19,4.8,No,2.8676,0.4375,1.184
e370dc24-f568-4fde-9df9-a1e6e645b0bd,21.0,80.96,11.0,20.0,0.369,0.0056,1.0,No,4.4,0.822,4.79,5.1,9.1,3.6,No,6.746666666666666,0.9090909090909091,0.822
5ae4d228-d5b0-4c1c-828e-7c68eb89f495,51.0,52.42,13.0,1.0,0.259,0.0632,0.0,Yes,5.2,0.268,3.61,7.12,8.4,4.5,No,3.744285714285714,0.019230769230769232,0.0
7d68d275-9dd4-49c2-a887-ca82590ee43b,7.0,85.11,1.0,2.0,0.245,0.2504,1.0,No,0.0,0.843,2.74,4.93,6.24,4.2,No,42.555,0.25,0.843
48c159ba-da5d-4542-9ab7-7ddae71753fe,14.0,77.59,11.0,65.0,0.163,0.2464,2.0,No,0.9,0.406,2.43,2.42,5.28,3.7,Yes,6.465833333333333,4.333333333333333,0.812
cc425e27-e9c5-4abe-906b-96182481e0c0,53.0,121.83,27.0,69.0,0.386,0.0567999999999999,2.0,No,0.0,0.669,3.64,2.45,7.12,5.0,Yes,4.351071428571428,1.2777777777777777,1.338
df813d96-8fa6-481e-98d3-608ba052aeb0,13.0,42.02,7.0,15.0,0.5,0.1168,1.0,No,5.5,0.611,2.69,6.32,6.63,6.2,No,5.2525,1.0714285714285714,0.611
f517f310-f3ca-462f-b0f7-90542e9cf530,6.0,108.55,2.0,16.0,0.403,0.0944,1.0,No,3.7,0.565,3.42,5.5,7.44,5.2,No,36.18333333333333,2.2857142857142856,0.565
85487893-857f-499e-8ffc-f3166baa53e7,59.0,47.44,1.0,40.0,0.227,0.08,1.0,No,0.1,0.798,4.65,3.07,8.72,4.3,No,23.72,0.6666666666666666,0.798
8ab9ba57-1306-4b6a-826f-20e4a3a3a7b7,55.0,94.86,1.0,9.0,0.312,0.0424,1.0,No,4.5,0.745,4.79,6.08,8.98,4.6,No,47.43,0.16071428571428573,0.745
7e2d6ce9-5899-4767-8c6d-8af037090b53,30.0,11.2,8.0,33.0,0.334,0.2759999999999999,6.0,No,4.1,0.662,3.31,4.98,4.06,5.3,No,1.2444444444444445,1.064516129032258,3.9720000000000004
5e21e425-493d-4fed-9091-42bc20302c52,38.0,65.87,10.0,8.0,0.236,0.1768,0.0,Yes,1.0,0.513,3.89,5.27,8.3,4.3,No,5.988181818181818,0.20512820512820512,0.0
8d69d616-1f54-4eac-bdb7-1cdafce5b8f4,15.0,69.98,4.0,4.0,0.113,0.1024,2.0,No,2.8,0.674,3.49,5.87,6.82,3.4,No,13.996,0.25,1.348
54eded37-c211-4d1c-9b68-5c2128121675,24.0,79.17,7.0,40.0,0.031,0.0016,1.0,No,1.2,0.508,2.86,3.63,7.19,2.7,No,9.89625,1.6,0.508
f803ad92-004e-4a92-be81-45f4dcabf7de,11.0,103.76,6.0,12.0,0.146,0.024,0.0,No,3.3,0.711,4.21,5.7,9.13,3.4,No,14.822857142857144,1.0,0.0
8ea7d7cd-df28-43b3-9672-2355f72377cc,27.0,60.46,7.0,2.0,0.654,0.148,2.0,No,7.0,0.349,4.2,7.47,7.37,7.2,No,7.5575,0.07142857142857142,0.698
f572e2d2-9999-441f-ad28-504155189eb9,32.0,98.9,1.0,20.0,0.2076,0.1008,1.0,No,4.9,0.813,4.05,5.67,8.05,3.6,No,49.45,0.6060606060606061,0.813
77a59148-2f8b-4657-b5ef-3a05783d4387,33.0,99.47,1.0,89.0,0.3934,0.036,0.0,No,3.1,0.245,3.23,5.1,8.11,3.2,Yes,49.735,2.6176470588235294,0.0
95179692-8b5c-460b-af19-237ff6e73363,32.0,69.63,9.0,57.0,0.818,0.1072,1.0,No,4.5,0.545,4.25,3.95,8.23,8.3,Yes,6.962999999999999,1.7272727272727273,0.545
7c6a008e-4ee7-4274-82d1-01053ba535b2,52.0,76.78,14.0,5.0,0.336,0.0048,0.0,Yes,3.6,0.402,4.7,6.42,9.68,4.9,No,5.118666666666667,0.09433962264150944,0.0
6b2e9d30-6e04-48e1-b019-eb9d795e6b6f,12.0,108.81,4.0,14.0,0.614,0.0312,0.0,No,0.0,0.491,3.41,4.43,8.31,6.6,No,21.762,1.0769230769230769,0.0
7be281bb-4fd4-4421-a031-c5b03b2347b2,39.0,37.55,1.0,66.0,0.438,0.0456,1.0,No,6.8,0.45,3.83,4.0,8.01,5.8,Yes,18.775,1.65,0.45
a6ea3a31-62d7-4db4-967d-394933f5ab15,21.0,26.87,1.0,8.0,0.06,0.172,5.0,No,0.0,0.873,3.56,4.63,4.65,3.3,No,13.435,0.36363636363636365,4.365
729e7614-74b3-4d1e-8c93-0d5664834a27,57.0,79.23,15.0,16.0,0.235,0.0424,1.0,No,0.2,0.827,3.99,4.77,8.18,4.2,No,4.951875,0.27586206896551724,0.827
7ef56e66-c526-432f-9ba9-d29a93d0ff3f,25.0,56.23,1.0,5.0,0.233,0.0608,1.0,Yes,4.0,0.365,3.62,6.12,7.75,4.3,No,28.115,0.19230769230769232,0.365
9a098714-ce49-4725-b238-806535487add,56.0,185.52249999999998,29.0,15.0,0.263,0.0128,0.0,Yes,0.2,0.813,4.0,5.28,8.96,3.7,No,6.184083333333333,0.2631578947368421,0.0
55f2d521-d3d5-405c-9a32-d6fcf4ae900a,23.0,73.51,1.0,5.0,0.048,0.0224,0.0,No,0.6,0.789,5.0,4.98,9.93,2.9,No,36.755,0.20833333333333334,0.0
0e84a183-62db-40a3-ba29-8a06e81c76f9,30.0,130.39,16.0,33.0,0.1762,0.0672,0.0,Yes,2.0,0.309,3.62,4.55,8.4,3.8,No,7.669999999999999,1.064516129032258,0.0
171802db-5853-455b-b7c9-bbae06fbdbf9,18.0,150.99,5.0,27.0,0.3216,0.1072,0.0,Yes,4.0,0.585,3.42,5.15,8.06,3.3,No,25.165000000000003,1.4210526315789473,0.0
6f41d6e9-f53e-4501-9059-d36c6866fdd8,55.0,52.01,31.0,7.0,0.25,0.1104,0.0,Yes,3.5,0.838,3.92,7.22,8.55,4.4,No,1.6253125,0.125,0.0
704c334a-a664-4c71-86f9-0f8ca75cb06a,26.0,119.83,7.0,86.0,0.356,0.068,1.0,No,4.6,0.373,4.32,2.47,8.43,4.8,Yes,14.97875,3.185185185185185,0.373
f18c547c-34a7-48a8-a9da-2f8337ee9027,20.0,108.76,1.0,1.0,0.066,0.0088,1.0,No,0.5,0.976,2.75,5.15,7.05,2.8,No,54.38,0.047619047619047616,0.976
7a1d7666-8acc-46d2-98f5-cd02dfbffa3d,41.0,70.88,21.0,19.0,0.296,0.1,2.0,Yes,0.6,0.142,3.64,4.95,6.97,4.6,No,3.2218181818181817,0.4523809523809524,0.284
43bfcb06-139c-43a9-9992-f912cf4e11c5,35.0,37.44,1.0,85.0,0.082,0.0096,2.0,No,2.6,0.792,4.93,1.65,8.56,3.3,Yes,18.72,2.361111111111111,1.584
733b984f-cd56-44f0-95bb-90602583aa5b,47.0,185.52249999999998,12.0,68.0,0.221,0.0136,0.0,No,4.6,0.527,3.46,3.53,8.41,3.4,No,14.270961538461536,1.4166666666666667,0.0
7bc708d3-7cb1-4d18-a7fd-02020e6133b7,13.0,51.95,4.0,2.0,0.129,0.092,1.0,No,5.3,0.555,4.58,6.8,8.61,3.6,No,10.39,0.14285714285714285,0.555
32657d15-7093-4bee-b24a-a23e8dd181e2,42.0,96.28,11.0,31.0,0.288,0.0376,2.0,No,2.1,0.619,4.5,4.52,8.04,4.4,No,8.023333333333333,0.7209302325581395,1.238
452d5498-78d6-42b5-ac41-89075120e42c,3.0,134.21,1.0,2.0,0.165,0.1568,1.0,No,0.0,0.548,3.13,4.93,6.94,3.3,No,67.105,0.5,0.548
0cee36f4-0d4f-4a8c-82d1-c3d17cd8124e,55.0,48.95,31.0,89.0,0.273,0.052,1.0,Yes,6.7,0.674,4.8,4.45,8.96,4.6,No,1.5296875,1.5892857142857142,0.674
e9cb900b-aae5-4a60-b212-e641967fce2b,53.0,76.0,1.0,4.0,0.118,0.0296,3.0,No,2.4,0.623,3.05,5.63,5.95,3.4,No,38.0,0.07407407407407407,1.869
23a790cc-48a5-4fc5-9d1a-d0cb510793f9,33.0,31.78,9.0,20.0,0.288,0.0088,0.0,No,1.2,0.264,4.75,4.7,9.72,4.8,No,3.178,0.5882352941176471,0.0
20c637af-ed1c-4c46-96ba-95b220c0e8ae,42.0,74.15,1.0,23.0,0.106,0.056,1.0,No,5.0,0.796,5.0,5.55,9.15,3.3,No,37.075,0.5348837209302325,0.796
9e6349a8-8002-4a64-b316-24e4f86a993b,42.0,55.98,1.0,22.0,0.13599999999999998,0.0688,0.0,No,5.2,0.913,4.19,5.1,8.96,3.5,No,27.99,0.5116279069767442,0.0
251363a3-f01f-44ad-b8df-960227ffa90d,44.0,150.71,23.0,89.0,0.387,0.0112,0.0,No,0.2,0.168,4.56,1.0,9.52,4.8,Yes,6.279583333333334,1.9777777777777779,0.0
f06bfdb4-aa88-4fb8-aa78-568d75310e4c,2.0,61.44,1.0,34.0,0.02,0.056,1.0,Yes,1.9,0.538,4.7,3.97,8.85,2.8,No,30.72,11.333333333333334,0.538
e8c2feec-055e-4cb7-9bdc-b884fab1cf27,22.0,76.37,12.0,53.0,0.381,0.1064,0.0,No,5.0,0.491,3.44,4.42,8.09,3.0,No,5.874615384615385,2.3043478260869565,0.0
2ffd8ea4-5d00-4b04-96df-f4f6c8babdb5,4.0,63.73,3.0,18.0,0.361,0.0064,0.0,Yes,4.1,0.508,4.25,5.57,9.23,5.1,No,15.9325,3.6,0.0
dbd6fa49-26c5-49d4-b264-de15ef11a53c,40.0,149.0,11.0,8.0,0.372,0.1464,1.0,No,3.2,0.635,3.16,6.03,7.01,4.7,No,12.416666666666666,0.1951219512195122,0.635
10a218a2-535a-4b4f-a7ec-6b5c0bd51930,39.0,142.74,20.0,66.0,0.30019999999999997,0.1224,1.0,No,1.0,0.882,2.41,2.7,6.34,4.5,Yes,6.797142857142857,1.65,0.882
dc6a95bc-3485-4146-9142-ffec222bd3c3,29.0,72.65,15.0,24.0,0.272,0.0112,0.0,No,5.2,0.653,3.52,5.1,8.48,7.1,No,4.540625,0.8,0.0
4490cd09-7604-4aec-8b69-b1d0f1f77901,55.0,71.18,14.0,12.0,0.259,0.0472,1.0,No,1.1,0.327,4.7,5.23,8.88,4.4,No,4.745333333333334,0.21428571428571427,0.327
7825486f-4f97-4da8-b673-ac9fbfbc0d80,30.0,44.09,1.0,39.0,0.19340000000000002,0.0416,0.0,No,4.6,0.774,3.5,4.62,8.36,4.8,No,22.045,1.2580645161290323,0.0
2a8be8b8-a647-45ac-a2f8-0fc5a3f70a1c,47.0,108.73,12.0,4.0,0.262,0.0824,1.0,No,5.2,0.621,3.92,6.93,7.98,4.2,No,8.363846153846154,0.08333333333333333,0.621
dcac4ad9-8b59-408c-b78f-147bc873d837,14.0,134.99,1.0,7.0,0.206,0.2664,2.0,No,4.5,0.341,3.87,6.18,6.65,3.6,No,67.495,0.4666666666666667,0.682
542bf80e-12d3-4687-aa1d-8b1a76e951de,2.0,154.56,1.0,13.0,0.358,0.1168,1.0,Yes,1.7,0.706,3.54,4.95,7.48,4.6,No,77.28,4.333333333333333,0.706
3f4aeabf-13a1-448e-be61-eabcdc91e256,16.0,45.94,5.0,34.0,0.066,0.0728,1.0,No,2.9,0.879,4.45,4.43,8.54,3.2,No,7.656666666666666,2.0,0.879
7831b19a-1035-47c3-8ba5-72bb842de533,12.0,185.52249999999998,4.0,36.0,0.49,0.0567999999999999,0.0,No,1.8,0.33,5.0,3.93,9.81,4.7,No,37.104499999999994,2.769230769230769,0.0
f659e69a-2471-4f3c-9865-be0952919d7b,57.0,17.54,1.0,22.0,0.068,0.0112,0.0,No,5.7,0.718,2.11,5.83,7.07,3.4,No,8.77,0.3793103448275862,0.0
2e3d5156-f3a0-49c5-a5ef-c144d668368d,41.0,73.69,21.0,29.0,0.479,0.0472,1.0,Yes,3.0,0.35,3.97,5.25,8.15,5.9,No,3.3495454545454546,0.6904761904761905,0.35
09d70af3-d983-44e0-9186-1fd3ee1b9b21,39.0,185.52249999999998,30.0,6.0,0.252,0.2232,4.0,No,2.6,0.834,3.42,6.57,5.01,3.2,No,5.984596774193547,0.15,3.336
ecf03071-6c8e-4075-9d3d-7e0808fe716a,43.0,54.45,1.0,89.0,0.068,0.0048,0.0,No,5.1,0.923,4.82,2.23,9.8,3.1,Yes,27.225,2.022727272727273,0.0
2ab491a5-f31c-45ff-bca7-94b9aef9d504,38.0,137.21,10.0,8.0,0.237,0.064,1.0,No,3.1,0.639,4.69,5.97,8.81,3.8,No,12.473636363636365,0.20512820512820512,0.639
415a9fdb-b108-4d2f-8fed-96dcf69e173e,46.0,185.52249999999998,1.0,8.0,0.356,0.0136,0.0,No,5.1,0.169,3.25,6.33,8.2,4.1,No,92.76124999999999,0.1702127659574468,0.0
c5e2398a-8b4f-4b32-b64c-b532705e2607,60.0,53.67,16.0,45.0,0.587,0.0704,0.0,No,1.2,0.282,4.32,3.68,9.09,6.8,No,3.157058823529412,0.7377049180327869,0.0
aec67b36-adfd-41cd-81bf-fba7e8324798,31.0,185.52249999999998,8.0,5.0,0.489,0.1016,1.0,No,6.9,0.698,4.43,7.32,8.42,5.1,No,20.61361111111111,0.15625,0.698
c10352d6-da92-46a3-bbcc-3a066dca7dec,45.0,32.12,12.0,33.0,0.549,0.0264,0.0,No,0.4,0.467,4.36,3.88,9.27,6.7,No,2.4707692307692306,0.717391304347826,0.0
4ae4b87a-be2b-465a-bc07-5951b83d71dd,41.0,27.54,31.0,8.0,0.2632,0.0032,0.0,No,3.6,0.814,4.62,6.83,9.61,6.4,No,0.860625,0.19047619047619047,0.0
5644a13f-5fb4-4a21-a449-767bc7a58345,32.0,50.71,1.0,11.0,0.234,0.0584,0.0,No,3.5,0.215,5.0,5.65,9.81,4.3,No,25.355,0.3333333333333333,0.0
00d7f31d-26c5-40a8-9ae9-1c6278cc4d04,54.0,28.8,1.0,28.0,0.436,0.4152,3.0,No,1.4,0.176,3.11,4.1,4.73,5.9,Yes,14.4,0.509090909090909,0.528
5022bcc0-4899-40d7-b846-f37f8c4b447a,33.0,87.15,1.0,69.0,0.176,0.012,1.0,No,4.4,0.483,4.44,3.05,8.73,3.7,Yes,43.575,2.0294117647058822,0.483
5f616db9-6f05-46c9-8beb-8c039c691e43,51.0,26.78,1.0,19.0,0.169,0.056,0.0,No,0.8,0.882,4.12,4.35,8.93,4.0,No,13.39,0.36538461538461536,0.0
f64f21c0-311e-437a-b658-b46fca378a0b,14.0,22.45,4.0,39.0,0.233,0.0376,1.0,Yes,0.8,0.661,3.61,3.45,7.82,4.5,No,4.49,2.6,0.661
f89da3b1-efa5-4a84-b771-5cd053f75923,12.0,21.65,1.0,10.0,0.1612,0.0088,1.0,No,5.6,0.864,3.65,6.4,7.95,4.2,No,10.825,0.7692307692307693,0.864
78b472a3-d531-4640-a6b4-de7076da8eb2,45.0,34.32,12.0,21.0,0.13,0.0696,0.0,No,5.0,0.847,5.0,6.02,9.77,3.7,No,2.64,0.45652173913043476,0.0
d9b2b15a-664c-4b56-afaa-609b77791a72,18.0,77.53,5.0,3.0,0.355,0.0112,0.0,No,5.1,0.787,4.59,6.72,9.55,5.0,No,12.921666666666667,0.15789473684210525,0.0
95067914-ef1f-4e09-9f94-1514c2ae14cc,35.0,41.61,1.0,9.0,0.431,0.0608,0.0,No,2.3,0.951,3.77,5.35,8.57,5.8,No,20.805,0.25,0.0
ebab2a15-212a-4cfc-8772-63478c18231f,9.0,133.75,1.0,52.0,0.079,0.1448,1.0,No,1.4,0.856,3.5,2.9,7.35,2.8,Yes,66.875,5.2,0.856
b542870b-d28b-48cc-bc4d-00e8b38739c1,26.0,83.7,7.0,56.0,0.378,0.0984,1.0,No,3.9,0.451,2.61,3.73,6.62,6.2,Yes,10.4625,2.074074074074074,0.451
e12d7d6b-7a54-473e-a634-68d27af40ba6,12.0,169.63,10.0,48.0,0.129,0.0576,0.0,No,2.6,0.461,4.55,3.8,9.36,2.9,No,15.42090909090909,3.6923076923076925,0.0
3eef7c1d-a1c8-4e42-9157-9bdadc949ace,11.0,185.52249999999998,3.0,54.0,0.444,0.1168,1.0,No,7.4,0.744,4.11,4.87,8.05,4.4,No,46.380624999999995,4.5,0.744
878bb989-6575-4ba3-b51a-46797ff0d467,5.0,50.69,1.0,39.0,0.146,0.0872,0.0,No,1.8,0.327,5.0,3.68,9.71,3.7,No,25.345,6.5,0.0
ec5e2b6e-ed0f-4afa-986b-ba5da534fb5a,8.0,51.38,1.0,2.0,0.305,0.0576,1.0,No,7.2,0.7,3.45,7.33,7.59,4.8,No,25.69,0.2222222222222222,0.7
a4910a3a-2164-4434-a774-414f6e8c60f8,33.0,98.54,9.0,22.0,0.3402,0.104,1.0,No,4.6,0.474,2.63,5.73,6.62,5.3,No,9.854000000000001,0.6470588235294118,0.474
e693fe65-0bd0-4067-a38d-c89a91181ed4,41.0,27.33,11.0,1.0,0.095,0.1392,0.0,Yes,5.5,0.436,4.06,7.15,8.6,3.5,No,2.2775,0.023809523809523808,0.0
ab103531-2767-4f34-b4e9-67975a116cc6,13.0,35.67,4.0,4.0,0.102,0.0632,1.0,Yes,3.5,0.961,4.68,6.1,8.8,3.5,No,7.134,0.2857142857142857,0.961
a3c3816a-478d-446c-9869-e5b23f6d1abb,9.0,82.95,1.0,11.0,0.34,0.0272,2.0,No,1.6,0.638,2.41,5.02,5.99,4.9,No,41.475,1.1,1.276
bb13b354-4a96-47cb-8dc7-b88d82c549d3,42.0,146.36,11.0,30.0,0.26280000000000003,0.0936,3.0,No,7.3,0.34,2.32,5.1,5.01,3.2,No,12.196666666666667,0.6976744186046512,1.02
d3ec1c40-4332-446c-b21e-40f7cd6add7b,36.0,37.75,1.0,58.0,0.223,0.0576,1.0,No,3.5,0.348,3.32,3.3,7.46,4.3,Yes,18.875,1.5675675675675675,0.348
bdcd8091-89b9-4307-806c-3649944f1994,56.0,53.64,1.0,52.0,0.157,0.0024,0.0,No,2.9,0.753,3.32,3.4,8.31,3.8,Yes,26.82,0.9122807017543859,0.0
8cf33ecd-7217-425e-9069-9fe990006601,9.0,30.22,5.0,55.0,0.147,0.0152,4.0,No,5.4,0.614,2.44,4.22,4.72,3.8,Yes,5.036666666666666,5.5,2.456
fc451561-0f6b-4743-8459-8ab77c03a859,59.0,56.42,30.0,29.0,0.273,0.048,0.0,Yes,2.3,0.495,3.5,5.32,8.34,4.6,No,1.82,0.48333333333333334,0.0
0ae21ebe-7c84-4aab-9752-73b7ef5497fd,46.0,30.9,1.0,19.0,0.1262,0.0408,0.0,No,5.2,0.832,4.18,5.1,9.04,4.7,No,15.45,0.40425531914893614,0.0
f56c0d59-60dd-47c7-b1be-09fd93d831c5,26.0,39.24,1.0,46.0,0.18739999999999998,0.088,1.0,No,2.5,0.807,4.25,3.57,8.29,4.1,No,19.62,1.7037037037037037,0.807
19276701-4925-4acf-b1b3-d74a6ad3ed7d,48.0,85.65,13.0,7.0,0.20260000000000003,0.0872,1.0,No,5.2,0.631,3.08,6.82,7.12,3.8,No,6.117857142857143,0.14285714285714285,0.631
66d40dd8-4b08-4680-b165-69a8cff2de14,43.0,25.64,1.0,89.0,0.392,0.0344,1.0,No,5.7,0.488,4.92,2.18,9.14,5.6,Yes,12.82,2.022727272727273,0.488
8811d7bf-1c5f-4f10-9ff9-41b25cbaa54d,55.0,38.55,14.0,42.0,0.097,0.2608,2.0,No,3.3,0.671,4.29,4.47,7.09,3.4,No,2.57,0.75,1.342
0e58f5b8-8d2a-49e4-acbc-666722b5daa3,20.0,28.82,11.0,38.0,0.2686,0.0128,1.0,No,0.8,0.111,3.61,3.73,7.9,4.0,No,2.401666666666667,1.8095238095238095,0.111
e6072808-05bc-4cee-9dbb-a1ec9a96158f,57.0,107.76,15.0,23.0,0.148,0.0016,0.0,No,1.3,0.638,4.01,4.78,9.0,3.4,No,6.735,0.39655172413793105,0.0
3ea181c5-c2d7-44f5-9781-2b3fe5899748,24.0,54.08,1.0,3.0,0.271,0.2384,1.0,No,1.1,0.503,4.46,5.25,8.0,4.6,No,27.04,0.12,0.503
0cad5106-a262-470b-a789-82797b3768a3,1.0,100.86,1.0,3.0,0.245,0.0656,2.0,No,1.4,0.2,3.86,5.35,7.31,4.1,No,50.43,1.5,0.4
caac2532-7ff5-48c7-b7a5-0e71fd1da116,54.0,136.26,14.0,89.0,0.3412,0.168,4.0,Yes,1.7,0.801,3.26,1.38,5.03,5.7,Yes,9.084,1.6181818181818182,3.204
041cda46-123a-494c-8989-831a5c9ae1d6,25.0,125.86,7.0,16.0,0.334,0.0696,0.0,No,4.4,0.325,3.55,5.9,8.32,4.6,No,15.7325,0.6153846153846154,0.0
e7064d34-59c6-4b1a-8420-b431a99582fa,58.0,74.55,15.0,15.0,0.325,0.0104,0.0,No,2.3,0.517,4.16,5.52,9.13,4.8,No,4.659375,0.2542372881355932,0.0
d84a7c5b-aa40-4ec7-a158-072ab2e7bf86,46.0,55.73,24.0,15.0,0.30840000000000006,0.032,0.0,No,5.0,0.382,5.0,6.72,9.89,5.8,No,2.2292,0.3191489361702128,0.0
d05d7caa-7a96-4089-a842-977bfee64809,11.0,20.26,6.0,2.0,0.395,0.0744,1.0,No,6.2,0.829,2.77,7.17,6.86,5.6,No,2.8942857142857146,0.16666666666666666,0.829
8ad1628f-c8ca-458e-a6e1-10477f7b0dab,5.0,134.86,2.0,36.0,0.22,0.0352,0.0,No,2.4,0.151,3.27,4.07,8.15,3.7,No,44.95333333333334,6.0,0.0
